PeakID (cmd=annotatePeaks.pl overlapped_H3K9me3.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K9me3_i71_peak_4919	chr8	129217053	129217505	+	51	NA	TTS (ENSMUST00000079272.12)	-TTS (ENSMUST00000079272.12)	4671	ENSMUST00000079272.12	ENSMUST00000079272	ENSMUST00000079272						NA
H3K9me3_i71_peak_617	chr10	87313200	87313620	+	51	NA	Intergenic	Intergenic	22677	ENSMUST00000193976.1	ENSMUST00000193976	ENSMUST00000193976						NA
H3K9me3_i71_peak_2663	chr19	55958464	55959633	+	51	NA	Intergenic	Intergenic	-53481	ENSMUST00000236015.1	ENSMUST00000236015	ENSMUST00000236015						NA
H3K9me3_i71_peak_2177-2	chr17	38354567	38356433	+	51	NA	Intergenic	Intergenic	20341	ENSMUST00000077203.2	ENSMUST00000077203	ENSMUST00000077203						NA
H3K9me3_i71_peak_420	chr10	40604869	40605152	+	51	NA	TTS (ENSMUST00000019978.8)	-TTS (ENSMUST00000019978.8)	-25001	ENSMUST00000019977.7	ENSMUST00000019977	ENSMUST00000019977						NA
H3K9me3_i71_peak_2393	chr18	18304978	18305758	+	51	NA	Intergenic	Intergenic	-61211	ENSMUST00000234831.1	ENSMUST00000234831	ENSMUST00000234831						NA
H3K9me3_i71_peak_4526	chr7	59044389	59044992	+	51	NA	Intergenic	Intergenic	-64449	ENSMUST00000208567.1	ENSMUST00000208567	ENSMUST00000208567						NA
H3K9me3_i71_peak_1933	chr16	98063932	98064727	+	51	NA	intron (ENSMUST00000231268.1, intron 4 of 4)	-intron (ENSMUST00000231268.1, intron 4 of 4)	17628	ENSMUST00000232376.1	ENSMUST00000232376	ENSMUST00000232376						NA
H3K9me3_i71_peak_1386	chr13	65287862	65288080	+	51	NA	TTS (ENSMUST00000125510.2)	-TTS (ENSMUST00000125510.2)	-1482	ENSMUST00000221365.1	ENSMUST00000221365	ENSMUST00000221365						NA
H3K9me3_i71_peak_2104	chr17	22722483	22723099	+	51	NA	Intergenic	Intergenic	-5854	ENSMUST00000232973.1	ENSMUST00000232973	ENSMUST00000232973						NA
H3K9me3_i71_peak_2522	chr18	45217786	45218559	+	51	NA	Intergenic	Intergenic	19349	ENSMUST00000237199.1	ENSMUST00000237199	ENSMUST00000237199						NA
H3K9me3_i71_peak_1876	chr16	59385567	59385793	+	51	NA	Intergenic	Intergenic	-21652	ENSMUST00000114341.3	ENSMUST00000114341	ENSMUST00000114341						NA
H3K9me3_i71_peak_894	chr11	114973976	114975050	+	51	NA	Intergenic	Intergenic	-5356	ENSMUST00000106580.2	ENSMUST00000106580	ENSMUST00000106580						NA
H3K9me3_i71_peak_274	chr1	170014821	170015735	+	51	NA	intron (ENSMUST00000194690.5, intron 3 of 17)	-intron (ENSMUST00000027985.7, intron 3 of 17)	45826	ENSMUST00000193930.1	ENSMUST00000193930	ENSMUST00000193930						NA
H3K9me3_i71_peak_3045	chr3	22249439	22249648	+	51	NA	Intergenic	Intergenic	-1831	ENSMUST00000157150.1	ENSMUST00000157150	ENSMUST00000157150						NA
H3K9me3_i71_peak_2446	chr18	36974964	36976241	+	51	NA	promoter-TSS (ENSMUST00000193984.1)	-promoter-TSS (ENSMUST00000193984.1)	-339	ENSMUST00000193984.1	ENSMUST00000193984	ENSMUST00000193984						NA
H3K9me3_i71_peak_4876	chr8	116518208	116518649	+	51	NA	Intergenic	Intergenic	13413	ENSMUST00000078170.6	ENSMUST00000078170	ENSMUST00000078170						NA
H3K9me3_i71_peak_768	chr11	50471610	50471854	+	51	NA	Intergenic	Intergenic	39445	ENSMUST00000158741.1	ENSMUST00000158741	ENSMUST00000158741						NA
H3K9me3_i71_peak_3929	chr5	138609511	138609767	+	51	NA	intron (ENSMUST00000110905.8, intron 5 of 5)	-intron (ENSMUST00000063262.10, intron 5 of 5)	-1100	ENSMUST00000119137.1	ENSMUST00000119137	ENSMUST00000119137						NA
H3K9me3_i71_peak_2685	chr19	61324709	61325064	+	51	NA	Intergenic	Intergenic	-19606	ENSMUST00000237261.1	ENSMUST00000237261	ENSMUST00000237261						NA
H3K9me3_i71_peak_167	chr1	98233564	98233885	+	51	NA	Intergenic	Intergenic	-29799	ENSMUST00000180540.1	ENSMUST00000180540	ENSMUST00000180540						NA
H3K9me3_i71_peak_2242	chr17	74905023	74905558	+	51	NA	Intergenic	Intergenic	43369	ENSMUST00000234264.1	ENSMUST00000234264	ENSMUST00000234264						NA
H3K9me3_i71_peak_2446-2	chr18	36974964	36976241	+	51	NA	promoter-TSS (ENSMUST00000193984.1)	-promoter-TSS (ENSMUST00000193984.1)	-339	ENSMUST00000193984.1	ENSMUST00000193984	ENSMUST00000193984						NA
H3K9me3_i71_peak_190	chr1	111702178	111702589	+	51	NA	Intergenic	Intergenic	105392	ENSMUST00000186797.1	ENSMUST00000186797	ENSMUST00000186797						NA
H3K9me3_i71_peak_3791	chr5	109524803	109525996	+	51	NA	Intergenic	Intergenic	4071	ENSMUST00000176112.1	ENSMUST00000176112	ENSMUST00000176112						NA
H3K9me3_i71_peak_4006	chr6	8247164	8248250	+	51	NA	Intergenic	Intergenic	11433	ENSMUST00000159594.1	ENSMUST00000159594	ENSMUST00000159594						NA
H3K9me3_i71_peak_4566	chr7	99758804	99759111	+	51	NA	Intergenic	Intergenic	-4550	ENSMUST00000220001.1	ENSMUST00000220001	ENSMUST00000220001						NA
H3K9me3_i71_peak_4282	chr7	24107746	24109152	+	51	NA	TTS (ENSMUST00000068975.5)	-TTS (ENSMUST00000068975.5)	-3865	ENSMUST00000120006.7	ENSMUST00000120006	ENSMUST00000120006						NA
H3K9me3_i71_peak_3660	chr5	74992032	74992535	+	51	NA	Intergenic	Intergenic	-3217	ENSMUST00000201367.1	ENSMUST00000201367	ENSMUST00000201367						NA
H3K9me3_i71_peak_2287	chr17	85260617	85261674	+	50	NA	intron (ENSMUST00000095188.6, intron 3 of 10)	-intron (ENSMUST00000095188.6, intron 3 of 10)	169062	ENSMUST00000234501.1	ENSMUST00000234501	ENSMUST00000234501						NA
H3K9me3_i71_peak_940	chr12	13787613	13787945	+	50	NA	TTS (ENSMUST00000220877.1)	-TTS (ENSMUST00000220877.1)	2473	ENSMUST00000221883.1	ENSMUST00000221883	ENSMUST00000221883						NA
H3K9me3_i71_peak_2420	chr18	36885218	36885757	+	50	NA	Intergenic	Intergenic	-34909	ENSMUST00000180647.1	ENSMUST00000180647	ENSMUST00000180647						NA
H3K9me3_i71_peak_2914	chr2	150433409	150435050	+	50	NA	intron (ENSMUST00000109916.7, intron 1 of 3)	-intron (ENSMUST00000109916.7, intron 1 of 3)	17257	ENSMUST00000109916.7	ENSMUST00000109916	ENSMUST00000109916						NA
H3K9me3_i71_peak_3616	chr5	31334352	31337163	+	50	NA	Intergenic	Intergenic	9526	ENSMUST00000202242.1	ENSMUST00000202242	ENSMUST00000202242						NA
H3K9me3_i71_peak_2146	chr17	33021458	33022055	+	50	NA	exon (ENSMUST00000087654.4, exon 2 of 4)	-exon (ENSMUST00000087654.4, exon 2 of 4)	11412	ENSMUST00000124465.1	ENSMUST00000124465	ENSMUST00000124465						NA
H3K9me3_i71_peak_644	chr10	111408523	111408828	+	50	NA	Intergenic	Intergenic	-64548	ENSMUST00000065917.15	ENSMUST00000065917	ENSMUST00000065917						NA
H3K9me3_i71_peak_2792	chr2	82340651	82340891	+	50	NA	Intergenic	Intergenic	51431	ENSMUST00000128608.1	ENSMUST00000128608	ENSMUST00000128608						NA
H3K9me3_i71_peak_4250	chr7	15708536	15709608	+	50	NA	Intergenic	Intergenic	-10591	ENSMUST00000175879.2	ENSMUST00000175879	ENSMUST00000175879						NA
H3K9me3_i71_peak_2142	chr17	32999611	32999962	+	50	NA	intron (ENSMUST00000157017.1, intron 2 of 4)	-intron (ENSMUST00000087666.10, intron 1 of 3)	6585	ENSMUST00000157017.1	ENSMUST00000157017	ENSMUST00000157017						NA
H3K9me3_i71_peak_1188	chr12	112016516	112016926	+	50	NA	intron (ENSMUST00000194800.1, intron 3 of 5)	-intron (ENSMUST00000079009.10, intron 13 of 35)	3655	ENSMUST00000194800.1	ENSMUST00000194800	ENSMUST00000194800						NA
H3K9me3_i71_peak_4910	chr8	128744151	128745262	+	50	NA	intron (ENSMUST00000213135.1, intron 4 of 7)	-intron (ENSMUST00000213135.1, intron 4 of 7)	20373	ENSMUST00000149116.1	ENSMUST00000149116	ENSMUST00000149116						NA
H3K9me3_i71_peak_1459	chr13	67626865	67627120	+	50	NA	exon (ENSMUST00000225608.1, exon 1 of 4)	-exon (ENSMUST00000225608.1, exon 1 of 4)	297	ENSMUST00000225608.1	ENSMUST00000225608	ENSMUST00000225608						NA
H3K9me3_i71_peak_4304	chr7	27965398	27965811	+	50	NA	intron (ENSMUST00000206685.1, intron 5 of 5)	-intron (ENSMUST00000081618.7, intron 3 of 3)	9764	ENSMUST00000207098.1	ENSMUST00000207098	ENSMUST00000207098						NA
H3K9me3_i71_peak_5150	chr9	118021366	118021677	+	50	NA	intron (ENSMUST00000187329.1, intron 1 of 1)	-intron (ENSMUST00000187329.1, intron 1 of 1)	-7172	ENSMUST00000238919.1	ENSMUST00000238919	ENSMUST00000238919						NA
H3K9me3_i71_peak_4790	chr8	85149327	85150243	+	50	NA	Intergenic	Intergenic	-2139	ENSMUST00000211617.1	ENSMUST00000211617	ENSMUST00000211617						NA
H3K9me3_i71_peak_4309	chr7	27985954	27986723	+	50	NA	promoter-TSS (ENSMUST00000099111.3)	-promoter-TSS (ENSMUST00000099111.3)	-542	ENSMUST00000099111.3	ENSMUST00000099111	ENSMUST00000099111						NA
H3K9me3_i71_peak_1720	chr15	37833656	37834352	+	50	NA	Intergenic	Intergenic	-34082	ENSMUST00000180745.1	ENSMUST00000180745	ENSMUST00000180745						NA
H3K9me3_i71_peak_4290	chr7	24324823	24325189	+	50	NA	Intergenic	Intergenic	-2222	ENSMUST00000120368.2	ENSMUST00000120368	ENSMUST00000120368						NA
H3K9me3_i71_peak_2888	chr2	150320645	150320868	+	50	NA	intron (ENSMUST00000238230.1, intron 1 of 3)	-intron (ENSMUST00000051153.5, intron 3 of 3)	-2946	ENSMUST00000133235.2	ENSMUST00000133235	ENSMUST00000133235						NA
H3K9me3_i71_peak_786	chr11	50905261	50905648	+	50	NA	TTS (ENSMUST00000151027.1)	-TTS (ENSMUST00000151027.1)	5356	ENSMUST00000109129.7	ENSMUST00000109129	ENSMUST00000109129						NA
H3K9me3_i71_peak_4157	chr6	133718646	133719022	+	50	NA	Intergenic	Intergenic	11964	ENSMUST00000203875.1	ENSMUST00000203875	ENSMUST00000203875						NA
H3K9me3_i71_peak_859	chr11	96211727	96212455	+	50	NA	Intergenic	Intergenic	-11780	ENSMUST00000184648.1	ENSMUST00000184648	ENSMUST00000184648						NA
H3K9me3_i71_peak_4610	chr8	4626422	4626717	+	50	NA	intron (ENSMUST00000202692.4, intron 3 of 3)	-intron (ENSMUST00000073201.5, intron 2 of 2)	729	ENSMUST00000073201.5	ENSMUST00000073201	ENSMUST00000073201						NA
H3K9me3_i71_peak_1392	chr13	65310064	65310417	+	50	NA	Intergenic	Intergenic	-3518	ENSMUST00000221086.1	ENSMUST00000221086	ENSMUST00000221086						NA
H3K9me3_i71_peak_4774	chr8	77397591	77397969	+	50	NA	intron (ENSMUST00000210922.1, intron 10 of 21)	-intron (ENSMUST00000076316.5, intron 10 of 22)	-25264	ENSMUST00000209499.1	ENSMUST00000209499	ENSMUST00000209499						NA
H3K9me3_i71_peak_5099	chr9	96099279	96100228	+	50	NA	Intergenic	Intergenic	-19609	ENSMUST00000085217.11	ENSMUST00000085217	ENSMUST00000085217						NA
H3K9me3_i71_peak_5087	chr9	88567197	88567398	+	50	NA	TTS (ENSMUST00000160652.7)	-TTS (ENSMUST00000160652.7)	-13594	ENSMUST00000164661.3	ENSMUST00000164661	ENSMUST00000164661						NA
H3K9me3_i71_peak_429	chr10	41782400	41783027	+	50	NA	exon (ENSMUST00000215667.1, exon 4 of 4)	-intron (ENSMUST00000186239.6, intron 1 of 11)	26894	ENSMUST00000190022.6	ENSMUST00000190022	ENSMUST00000190022						NA
H3K9me3_i71_peak_1902	chr16	93505303	93506060	+	50	NA	Intergenic	Intergenic	-18607	ENSMUST00000231757.1	ENSMUST00000231757	ENSMUST00000231757						NA
H3K9me3_i71_peak_2511	chr18	37757477	37758261	+	50	NA	exon (ENSMUST00000061279.9, exon 1 of 4)	-exon (ENSMUST00000061279.9, exon 1 of 4)	-1521	ENSMUST00000192805.1	ENSMUST00000192805	ENSMUST00000192805						NA
H3K9me3_i71_peak_1899	chr16	93497343	93497631	+	50	NA	Intergenic	Intergenic	-10413	ENSMUST00000231757.1	ENSMUST00000231757	ENSMUST00000231757						NA
H3K9me3_i71_peak_837	chr11	71492264	71492928	+	50	NA	Intergenic	Intergenic	-19781	ENSMUST00000215201.1	ENSMUST00000215201	ENSMUST00000215201						NA
H3K9me3_i71_peak_4929	chr8	129284757	129285034	+	50	NA	Intergenic	Intergenic	21247	ENSMUST00000212145.1	ENSMUST00000212145	ENSMUST00000212145						NA
H3K9me3_i71_peak_2377	chr18	10673921	10674323	+	50	NA	intron (ENSMUST00000117828.8, intron 4 of 8)	-intron (ENSMUST00000002549.8, intron 4 of 8)	-9804	ENSMUST00000234419.1	ENSMUST00000234419	ENSMUST00000234419						NA
H3K9me3_i71_peak_1166	chr12	105898327	105898929	+	50	NA	Intergenic	Intergenic	-1213	ENSMUST00000220934.1	ENSMUST00000220934	ENSMUST00000220934						NA
H3K9me3_i71_peak_417	chr10	39593380	39594314	+	50	NA	intron (ENSMUST00000124241.7, intron 2 of 2)	-intron (ENSMUST00000124241.7, intron 2 of 2)	-5395	ENSMUST00000122987.1	ENSMUST00000122987	ENSMUST00000122987						NA
H3K9me3_i71_peak_3263	chr4	40436706	40437224	+	50	NA	Intergenic	Intergenic	22068	ENSMUST00000158960.1	ENSMUST00000158960	ENSMUST00000158960						NA
H3K9me3_i71_peak_4253	chr7	15813341	15813626	+	50	NA	Intergenic	Intergenic	12332	ENSMUST00000173825.3	ENSMUST00000173825	ENSMUST00000173825						NA
H3K9me3_i71_peak_4407	chr7	39497347	39497819	+	50	NA	intron (ENSMUST00000189105.1, intron 2 of 2)	-intron (ENSMUST00000189105.1, intron 2 of 2)	8145	ENSMUST00000189105.1	ENSMUST00000189105	ENSMUST00000189105						NA
H3K9me3_i71_peak_4809	chr8	106427034	106428229	+	50	NA	Intergenic	Intergenic	12232	ENSMUST00000212874.1	ENSMUST00000212874	ENSMUST00000212874						NA
H3K9me3_i71_peak_4318	chr7	29218925	29220301	+	50	NA	Intergenic	Intergenic	-5578	ENSMUST00000164653.7	ENSMUST00000164653	ENSMUST00000164653						NA
H3K9me3_i71_peak_310	chr1	179433801	179434469	+	50	NA	intron (ENSMUST00000128302.7, intron 1 of 11)	-intron (ENSMUST00000111134.1, intron 1 of 5)	-28716	ENSMUST00000125756.1	ENSMUST00000125756	ENSMUST00000125756						NA
H3K9me3_i71_peak_4338	chr7	29879977	29880279	+	50	NA	Intergenic	Intergenic	7604	ENSMUST00000130272.1	ENSMUST00000130272	ENSMUST00000130272						NA
H3K9me3_i71_peak_2917	chr2	150469888	150470252	+	50	NA	promoter-TSS (ENSMUST00000117906.1)	-promoter-TSS (ENSMUST00000117906.1)	95	ENSMUST00000117906.1	ENSMUST00000117906	ENSMUST00000117906						NA
H3K9me3_i71_peak_4721	chr8	69231572	69232092	+	50	NA	Intergenic	Intergenic	5489	ENSMUST00000110216.1	ENSMUST00000110216	ENSMUST00000110216						NA
H3K9me3_i71_peak_4031	chr6	37875947	37876578	+	50	NA	promoter-TSS (ENSMUST00000149561.7)	-promoter-TSS (ENSMUST00000149561.7)	-68	ENSMUST00000149561.7	ENSMUST00000149561	ENSMUST00000149561						NA
H3K9me3_i71_peak_2952	chr2	170818619	170819102	+	50	NA	intron (ENSMUST00000029075.4, intron 2 of 7)	-intron (ENSMUST00000029075.4, intron 2 of 7)	87053	ENSMUST00000029075.4	ENSMUST00000029075	ENSMUST00000029075						NA
H3K9me3_i71_peak_466	chr10	58875863	58876160	+	50	NA	intron (ENSMUST00000153031.1, intron 1 of 9)	-intron (ENSMUST00000133151.1, intron 1 of 2)	61952	ENSMUST00000133151.1	ENSMUST00000133151	ENSMUST00000133151						NA
H3K9me3_i71_peak_4742	chr8	69370248	69370479	+	50	NA	exon (ENSMUST00000213012.1, exon 5 of 5)	-exon (ENSMUST00000213012.1, exon 5 of 5)	5076	ENSMUST00000072427.5	ENSMUST00000072427	ENSMUST00000072427						NA
H3K9me3_i71_peak_2845	chr2	132398837	132400240	+	50	NA	Intergenic	Intergenic	-14091	ENSMUST00000110156.1	ENSMUST00000110156	ENSMUST00000110156						NA
H3K9me3_i71_peak_3885	chr5	116982143	116983009	+	50	NA	Intergenic	Intergenic	-76236	ENSMUST00000201054.1	ENSMUST00000201054	ENSMUST00000201054						NA
H3K9me3_i71_peak_1703	chr15	31937512	31937903	+	50	NA	Intergenic	Intergenic	-112244	ENSMUST00000227417.1	ENSMUST00000227417	ENSMUST00000227417						NA
H3K9me3_i71_peak_387	chr10	17954064	17954463	+	50	NA	Intergenic	Intergenic	-6196	ENSMUST00000037879.7	ENSMUST00000037879	ENSMUST00000037879						NA
H3K9me3_i71_peak_4956	chr9	6803890	6804386	+	50	NA	Intergenic	Intergenic	2295	ENSMUST00000213261.1	ENSMUST00000213261	ENSMUST00000213261						NA
H3K9me3_i71_peak_2648	chr19	37624759	37625544	+	49	NA	intron (ENSMUST00000238954.1, intron 19 of 22)	-intron (ENSMUST00000066439.7, intron 18 of 21)	-60430	ENSMUST00000073391.4	ENSMUST00000073391	ENSMUST00000073391						NA
H3K9me3_i71_peak_3689	chr5	99178061	99178992	+	49	NA	Intergenic	Intergenic	-7105	ENSMUST00000198339.2	ENSMUST00000198339	ENSMUST00000198339						NA
H3K9me3_i71_peak_326	chr1	182888157	182890203	+	49	NA	intron (ENSMUST00000153348.7, intron 7 of 8)	-intron (ENSMUST00000085724.4, intron 6 of 7)	-18530	ENSMUST00000192563.1	ENSMUST00000192563	ENSMUST00000192563						NA
H3K9me3_i71_peak_3146	chr3	93218416	93218682	+	49	NA	exon (ENSMUST00000194707.2, exon 3 of 3)	-exon (ENSMUST00000194707.2, exon 3 of 3)	-16371	ENSMUST00000195568.1	ENSMUST00000195568	ENSMUST00000195568						NA
H3K9me3_i71_peak_3781	chr5	109107200	109107483	+	49	NA	Intergenic	Intergenic	-9391	ENSMUST00000095922.4	ENSMUST00000095922	ENSMUST00000095922						NA
H3K9me3_i71_peak_1435	chr13	67142288	67142807	+	49	NA	TTS (ENSMUST00000052716.7)	-TTS (ENSMUST00000052716.7)	2819	ENSMUST00000223605.1	ENSMUST00000223605	ENSMUST00000223605						NA
H3K9me3_i71_peak_4071	chr6	84671411	84671764	+	49	NA	intron (ENSMUST00000160197.5, intron 20 of 21)	-intron (ENSMUST00000160197.5, intron 20 of 21)	-77679	ENSMUST00000168003.8	ENSMUST00000168003	ENSMUST00000168003						NA
H3K9me3_i71_peak_3632	chr5	45815673	45816001	+	49	NA	intron (ENSMUST00000187615.6, intron 1 of 4)	-intron (ENSMUST00000016026.13, intron 1 of 6)	40714	ENSMUST00000087164.9	ENSMUST00000087164	ENSMUST00000087164						NA
H3K9me3_i71_peak_1452	chr13	67541630	67542063	+	49	NA	exon (ENSMUST00000181892.8, exon 4 of 4)	-exon (ENSMUST00000181892.8, exon 4 of 4)	-11189	ENSMUST00000224521.1	ENSMUST00000224521	ENSMUST00000224521						NA
H3K9me3_i71_peak_569	chr10	82230647	82231912	+	49	NA	intron (ENSMUST00000156218.1, intron 1 of 3)	-intron (ENSMUST00000041264.14, intron 1 of 3)	9994	ENSMUST00000041264.14	ENSMUST00000041264	ENSMUST00000041264						NA
H3K9me3_i71_peak_890	chr11	113962485	113962778	+	49	NA	intron (ENSMUST00000155651.1, intron 1 of 11)	-intron (ENSMUST00000041627.13, intron 1 of 44)	103344	ENSMUST00000141943.1	ENSMUST00000141943	ENSMUST00000141943						NA
H3K9me3_i71_peak_270	chr1	167681539	167681868	+	49	NA	Intergenic	Intergenic	-7534	ENSMUST00000111377.7	ENSMUST00000111377	ENSMUST00000111377						NA
H3K9me3_i71_peak_4084	chr6	89773412	89774458	+	49	NA	Intergenic	Intergenic	-15514	ENSMUST00000174239.1	ENSMUST00000174239	ENSMUST00000174239						NA
H3K9me3_i71_peak_2409	chr18	36829604	36830001	+	49	NA	Intergenic	Intergenic	18911	ENSMUST00000103889.2	ENSMUST00000103889	ENSMUST00000103889						NA
H3K9me3_i71_peak_1262	chr13	35924559	35926078	+	49	NA	Intergenic	Intergenic	12515	ENSMUST00000226038.1	ENSMUST00000226038	ENSMUST00000226038						NA
H3K9me3_i71_peak_1991	chr17	17257130	17257989	+	49	NA	intron (ENSMUST00000231355.1, intron 1 of 3)	-intron (ENSMUST00000231355.1, intron 1 of 3)	-4791	ENSMUST00000231376.1	ENSMUST00000231376	ENSMUST00000231376						NA
H3K9me3_i71_peak_2184	chr17	39752177	39752443	+	49	NA	Intergenic	Intergenic	59712	ENSMUST00000233822.1	ENSMUST00000233822	ENSMUST00000233822						NA
H3K9me3_i71_peak_2644	chr19	9606859	9607393	+	49	NA	promoter-TSS (ENSMUST00000189515.1)	-promoter-TSS (ENSMUST00000189515.1)	22	ENSMUST00000189515.1	ENSMUST00000189515	ENSMUST00000189515						NA
H3K9me3_i71_peak_1542	chr13	92549673	92550124	+	49	NA	Intergenic	Intergenic	-19030	ENSMUST00000022217.8	ENSMUST00000022217	ENSMUST00000022217						NA
H3K9me3_i71_peak_1549	chr13	106789010	106789229	+	49	NA	intron (ENSMUST00000187867.1, intron 1 of 3)	-intron (ENSMUST00000187867.1, intron 1 of 3)	1049	ENSMUST00000187867.1	ENSMUST00000187867	ENSMUST00000187867						NA
H3K9me3_i71_peak_4328	chr7	29776364	29777637	+	49	NA	exon (ENSMUST00000032802.4, exon 5 of 5)	-exon (ENSMUST00000032802.4, exon 5 of 5)	3706	ENSMUST00000158514.1	ENSMUST00000158514	ENSMUST00000158514						NA
H3K9me3_i71_peak_3908	chr5	133743713	133744283	+	49	NA	Intergenic	Intergenic	98521	ENSMUST00000198842.1	ENSMUST00000198842	ENSMUST00000198842						NA
H3K9me3_i71_peak_4284	chr7	24157873	24159064	+	49	NA	Intergenic	Intergenic	-16592	ENSMUST00000205309.1	ENSMUST00000205309	ENSMUST00000205309						NA
H3K9me3_i71_peak_2015	chr17	21026965	21027164	+	49	NA	exon (ENSMUST00000088811.6, exon 5 of 5)	-exon (ENSMUST00000088811.6, exon 5 of 5)	18020	ENSMUST00000232663.1	ENSMUST00000232663	ENSMUST00000232663						NA
H3K9me3_i71_peak_1531	chr13	84307361	84308200	+	49	NA	Intergenic	Intergenic	-25964	ENSMUST00000225916.1	ENSMUST00000225916	ENSMUST00000225916						NA
H3K9me3_i71_peak_1100	chr12	24336962	24337293	+	49	NA	Intergenic	Intergenic	-28876	ENSMUST00000220456.1	ENSMUST00000220456	ENSMUST00000220456						NA
H3K9me3_i71_peak_1307	chr13	58585720	58586056	+	49	NA	TTS (ENSMUST00000151675.1)	-TTS (ENSMUST00000151675.1)	24981	ENSMUST00000151675.1	ENSMUST00000151675	ENSMUST00000151675						NA
H3K9me3_i71_peak_4210	chr7	12497483	12499695	+	49	NA	Intergenic	Intergenic	9076	ENSMUST00000133515.1	ENSMUST00000133515	ENSMUST00000133515						NA
H3K9me3_i71_peak_86	chr1	35990837	35991147	+	49	NA	Intergenic	Intergenic	-4619	ENSMUST00000192572.1	ENSMUST00000192572	ENSMUST00000192572						NA
H3K9me3_i71_peak_973	chr12	18038012	18038533	+	49	NA	intron (ENSMUST00000221149.1, intron 1 of 1)	-intron (ENSMUST00000221149.1, intron 1 of 1)	14205	ENSMUST00000221205.1	ENSMUST00000221205	ENSMUST00000221205						NA
H3K9me3_i71_peak_3666	chr5	78781314	78781565	+	49	NA	Intergenic	Intergenic	1580	ENSMUST00000103990.1	ENSMUST00000103990	ENSMUST00000103990						NA
H3K9me3_i71_peak_2502	chr18	37721770	37722712	+	49	NA	exon (ENSMUST00000195069.1, exon 1 of 2)	-exon (ENSMUST00000195069.1, exon 1 of 2)	1858	ENSMUST00000195069.1	ENSMUST00000195069	ENSMUST00000195069						NA
H3K9me3_i71_peak_2676	chr19	61121411	61121746	+	49	NA	TTS (ENSMUST00000143264.7)	-TTS (ENSMUST00000143264.7)	-1988	ENSMUST00000178819.1	ENSMUST00000178819	ENSMUST00000178819						NA
H3K9me3_i71_peak_4210-2	chr7	12497483	12499695	+	49	NA	Intergenic	Intergenic	9076	ENSMUST00000133515.1	ENSMUST00000133515	ENSMUST00000133515						NA
H3K9me3_i71_peak_3249	chr4	13003722	13004258	+	49	NA	Intergenic	Intergenic	-72150	ENSMUST00000139614.1	ENSMUST00000139614	ENSMUST00000139614						NA
H3K9me3_i71_peak_4952	chr9	6595295	6595942	+	49	NA	Intergenic	Intergenic	1381	ENSMUST00000215843.1	ENSMUST00000215843	ENSMUST00000215843						NA
H3K9me3_i71_peak_4271	chr7	23314637	23315881	+	49	NA	intron (ENSMUST00000076470.4, intron 1 of 8)	-intron (ENSMUST00000076470.4, intron 1 of 8)	14067	ENSMUST00000076470.4	ENSMUST00000076470	ENSMUST00000076470						NA
H3K9me3_i71_peak_2248	chr17	75756496	75757275	+	49	NA	Intergenic	Intergenic	-76952	ENSMUST00000235034.1	ENSMUST00000235034	ENSMUST00000235034						NA
H3K9me3_i71_peak_569-2	chr10	82230647	82231912	+	49	NA	intron (ENSMUST00000156218.1, intron 1 of 3)	-intron (ENSMUST00000041264.14, intron 1 of 3)	9994	ENSMUST00000041264.14	ENSMUST00000041264	ENSMUST00000041264						NA
H3K9me3_i71_peak_4410	chr7	39534753	39537247	+	49	NA	exon (ENSMUST00000108015.3, exon 4 of 4)	-exon (ENSMUST00000108015.3, exon 4 of 4)	-8402	ENSMUST00000190789.2	ENSMUST00000190789	ENSMUST00000190789						NA
H3K9me3_i71_peak_511	chr10	79425104	79425522	+	49	NA	Intergenic	Intergenic	-7408	ENSMUST00000217947.1	ENSMUST00000217947	ENSMUST00000217947						NA
H3K9me3_i71_peak_916	chr11	121850698	121851704	+	49	NA	Intergenic	Intergenic	-5572	ENSMUST00000117328.1	ENSMUST00000117328	ENSMUST00000117328						NA
H3K9me3_i71_peak_2544	chr18	69442433	69442735	+	48	NA	intron (ENSMUST00000202458.3, intron 1 of 17)	-intron (ENSMUST00000066717.11, intron 4 of 20)	26687	ENSMUST00000202458.3	ENSMUST00000202458	ENSMUST00000202458						NA
