PeakID (cmd=annotatePeaks.pl overlapped_H3K27ac.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K27ac_i73_peak_10265	chr9	107667883	107668358	+	55	NA	promoter-TSS (ENSMUST00000010208.13)	-promoter-TSS (ENSMUST00000010208.13)	-694	ENSMUST00000193932.5	ENSMUST00000193932	ENSMUST00000193932						NA
H3K27ac_i73_peak_8431	chr7	16416428	16417385	+	55	NA	promoter-TSS (ENSMUST00000210059.1)	-promoter-TSS (ENSMUST00000210059.1)	-285	ENSMUST00000210059.1	ENSMUST00000210059	ENSMUST00000210059						NA
H3K27ac_i73_peak_3829	chr16	22885254	22885760	+	55	NA	intron (ENSMUST00000231692.1, intron 2 of 3)	-intron (ENSMUST00000231692.1, intron 2 of 3)	-5770	ENSMUST00000231848.1	ENSMUST00000231848	ENSMUST00000231848						NA
H3K27ac_i73_peak_6934	chr4	133813024	133813387	+	55	NA	Intergenic	Intergenic	-3215	ENSMUST00000129875.1	ENSMUST00000129875	ENSMUST00000129875						NA
H3K27ac_i73_peak_8115	chr6	91705407	91706506	+	55	NA	intron (ENSMUST00000205828.1, intron 1 of 2)	-intron (ENSMUST00000032185.8, intron 2 of 14)	-3450	ENSMUST00000206938.1	ENSMUST00000206938	ENSMUST00000206938						NA
H3K27ac_i73_peak_5280	chr2	21245651	21245932	+	55	NA	Intergenic	Intergenic	1686	ENSMUST00000117483.1	ENSMUST00000117483	ENSMUST00000117483						NA
H3K27ac_i73_peak_6303	chr3	95818147	95818987	+	55	NA	promoter-TSS (ENSMUST00000200164.4)	-promoter-TSS (ENSMUST00000200164.4)	65	ENSMUST00000200164.4	ENSMUST00000200164	ENSMUST00000200164						NA
H3K27ac_i73_peak_6932	chr4	133672168	133673090	+	55	NA	promoter-TSS (ENSMUST00000062118.10)	-promoter-TSS (ENSMUST00000062118.10)	18	ENSMUST00000062118.10	ENSMUST00000062118	ENSMUST00000062118						NA
H3K27ac_i73_peak_6329	chr3	101509539	101510408	+	55	NA	Intergenic	Intergenic	67587	ENSMUST00000130649.1	ENSMUST00000130649	ENSMUST00000130649						NA
H3K27ac_i73_peak_2987	chr14	55671936	55672275	+	55	NA	promoter-TSS (ENSMUST00000002397.6)	-promoter-TSS (ENSMUST00000002397.6)	19	ENSMUST00000010520.9	ENSMUST00000010520	ENSMUST00000010520						NA
H3K27ac_i73_peak_6713	chr4	95052701	95053628	+	55	NA	promoter-TSS (ENSMUST00000107094.1)	-promoter-TSS (ENSMUST00000107094.1)	-76	ENSMUST00000124166.7	ENSMUST00000124166	ENSMUST00000124166						NA
H3K27ac_i73_peak_9771	chr8	126839726	126840069	+	55	NA	intron (ENSMUST00000212914.1, intron 1 of 1)	-intron (ENSMUST00000212914.1, intron 1 of 1)	664	ENSMUST00000212914.1	ENSMUST00000212914	ENSMUST00000212914						NA
H3K27ac_i73_peak_8569	chr7	29983696	29983941	+	55	NA	promoter-TSS (ENSMUST00000148442.7)	-promoter-TSS (ENSMUST00000148442.7)	-137	ENSMUST00000148442.7	ENSMUST00000148442	ENSMUST00000148442						NA
H3K27ac_i73_peak_1169	chr10	127951176	127951607	+	55	NA	Intergenic	Intergenic	1784	ENSMUST00000158062.1	ENSMUST00000158062	ENSMUST00000158062						NA
H3K27ac_i73_peak_1740	chr11	98794510	98794911	+	55	NA	promoter-TSS (ENSMUST00000037915.8)	-promoter-TSS (ENSMUST00000037915.8)	-806	ENSMUST00000037915.8	ENSMUST00000037915	ENSMUST00000037915						NA
H3K27ac_i73_peak_589	chr1	181259583	181259876	+	55	NA	Intergenic	Intergenic	-17409	ENSMUST00000117444.1	ENSMUST00000117444	ENSMUST00000117444						NA
H3K27ac_i73_peak_6228	chr3	89281132	89281485	+	55	NA	promoter-TSS (ENSMUST00000118587.7)	-promoter-TSS (ENSMUST00000118587.7)	-166	ENSMUST00000118587.7	ENSMUST00000118587	ENSMUST00000118587						NA
H3K27ac_i73_peak_7829	chr6	34713203	34713474	+	55	NA	intron (ENSMUST00000149009.7, intron 1 of 12)	-intron (ENSMUST00000031775.12, intron 1 of 12)	3704	ENSMUST00000031775.12	ENSMUST00000031775	ENSMUST00000031775						NA
H3K27ac_i73_peak_9647	chr8	117673450	117673749	+	55	NA	promoter-TSS (ENSMUST00000173522.7)	-promoter-TSS (ENSMUST00000173522.7)	90	ENSMUST00000174450.1	ENSMUST00000174450	ENSMUST00000174450						NA
H3K27ac_i73_peak_1336	chr11	48869558	48870108	+	55	NA	intron (ENSMUST00000049519.3, intron 1 of 2)	-intron (ENSMUST00000049519.3, intron 1 of 2)	1541	ENSMUST00000049519.3	ENSMUST00000049519	ENSMUST00000049519						NA
H3K27ac_i73_peak_2280	chr12	86836557	86837027	+	55	NA	Intergenic	Intergenic	9675	ENSMUST00000222765.1	ENSMUST00000222765	ENSMUST00000222765						NA
H3K27ac_i73_peak_1587	chr11	77771811	77773221	+	55	NA	intron (ENSMUST00000102488.7, intron 1 of 40)	-intron (ENSMUST00000100795.3, intron 1 of 1)	365	ENSMUST00000102488.7	ENSMUST00000102488	ENSMUST00000102488						NA
H3K27ac_i73_peak_4556	chr17	87282251	87282458	+	55	NA	promoter-TSS (ENSMUST00000041110.11)	-promoter-TSS (ENSMUST00000041110.11)	146	ENSMUST00000160917.1	ENSMUST00000160917	ENSMUST00000160917						NA
H3K27ac_i73_peak_6654	chr4	57956646	57957025	+	55	NA	promoter-TSS (ENSMUST00000030051.5)	-promoter-TSS (ENSMUST00000030051.5)	-424	ENSMUST00000030051.5	ENSMUST00000030051	ENSMUST00000030051						NA
H3K27ac_i73_peak_7033	chr4	141332209	141332867	+	55	NA	Intergenic	Intergenic	-13626	ENSMUST00000175439.1	ENSMUST00000175439	ENSMUST00000175439						NA
H3K27ac_i73_peak_1102	chr10	117717635	117717914	+	55	NA	Intergenic	Intergenic	-7016	ENSMUST00000020408.15	ENSMUST00000020408	ENSMUST00000020408						NA
H3K27ac_i73_peak_925	chr10	80164930	80165331	+	55	NA	promoter-TSS (ENSMUST00000154726.7)	-promoter-TSS (ENSMUST00000154726.7)	-855	ENSMUST00000154726.7	ENSMUST00000154726	ENSMUST00000154726						NA
H3K27ac_i73_peak_7834	chr6	34864093	34864478	+	55	NA	intron (ENSMUST00000074949.3, intron 1 of 1)	-intron (ENSMUST00000074949.3, intron 1 of 1)	1023	ENSMUST00000202010.1	ENSMUST00000202010	ENSMUST00000202010						NA
H3K27ac_i73_peak_9316	chr8	45626032	45626532	+	55	NA	intron (ENSMUST00000171337.9, intron 1 of 23)	-intron (ENSMUST00000067065.13, intron 1 of 25)	-1457	ENSMUST00000145458.8	ENSMUST00000145458	ENSMUST00000145458						NA
H3K27ac_i73_peak_9781	chr8	126900180	126900521	+	55	NA	intron (ENSMUST00000212639.1, intron 1 of 4)	-intron (ENSMUST00000212639.1, intron 1 of 4)	7865	ENSMUST00000212639.1	ENSMUST00000212639	ENSMUST00000212639						NA
H3K27ac_i73_peak_4172	chr17	27799780	27800375	+	55	NA	intron (ENSMUST00000233533.1, intron 1 of 4)	-intron (ENSMUST00000075076.5, intron 1 of 3)	15653	ENSMUST00000121414.2	ENSMUST00000121414	ENSMUST00000121414						NA
H3K27ac_i73_peak_4883	chr18	80537652	80537934	+	55	NA	Intergenic	Intergenic	6222	ENSMUST00000237325.1	ENSMUST00000237325	ENSMUST00000237325						NA
H3K27ac_i73_peak_7349	chr5	66151375	66151758	+	55	NA	promoter-TSS (ENSMUST00000094756.10)	-promoter-TSS (ENSMUST00000094756.10)	216	ENSMUST00000201670.1	ENSMUST00000201670	ENSMUST00000201670						NA
H3K27ac_i73_peak_10244	chr9	107580579	107581215	+	55	NA	promoter-TSS (ENSMUST00000040059.8)	-promoter-TSS (ENSMUST00000040059.8)	79	ENSMUST00000148440.7	ENSMUST00000148440	ENSMUST00000148440						NA
H3K27ac_i73_peak_1376	chr11	51766041	51766312	+	55	NA	intron (ENSMUST00000136363.1, intron 1 of 4)	-intron (ENSMUST00000020653.5, intron 1 of 6)	2482	ENSMUST00000136363.1	ENSMUST00000136363	ENSMUST00000136363						NA
H3K27ac_i73_peak_4844	chr18	70644018	70644279	+	55	NA	Intergenic	Intergenic	3889	ENSMUST00000236578.1	ENSMUST00000236578	ENSMUST00000236578						NA
H3K27ac_i73_peak_2686	chr13	81330987	81331348	+	55	NA	intron (ENSMUST00000125698.7, intron 21 of 27)	-intron (ENSMUST00000095585.10, intron 83 of 89)	11669	ENSMUST00000156631.1	ENSMUST00000156631	ENSMUST00000156631						NA
H3K27ac_i73_peak_9183	chr7	144927363	144928345	+	55	NA	intron (ENSMUST00000207453.1, intron 2 of 2)	-intron (ENSMUST00000105895.1, intron 4 of 4)	9632	ENSMUST00000207094.1	ENSMUST00000207094	ENSMUST00000207094						NA
H3K27ac_i73_peak_8597	chr7	31109911	31110422	+	55	NA	TTS (ENSMUST00000168623.1)	-TTS (ENSMUST00000168623.1)	831	ENSMUST00000039435.14	ENSMUST00000039435	ENSMUST00000039435						NA
H3K27ac_i73_peak_9393	chr8	70673984	70674452	+	55	NA	intron (ENSMUST00000210987.1, intron 1 of 3)	-intron (ENSMUST00000034311.14, intron 1 of 4)	786	ENSMUST00000210987.1	ENSMUST00000210987	ENSMUST00000210987						NA
H3K27ac_i73_peak_1523	chr11	70518879	70521006	+	55	NA	intron (ENSMUST00000179000.1, intron 1 of 1)	-intron (ENSMUST00000057685.2, intron 2 of 2)	303	ENSMUST00000179000.1	ENSMUST00000179000	ENSMUST00000179000						NA
H3K27ac_i73_peak_6045	chr2	170343836	170344403	+	55	NA	Intergenic	Intergenic	5621	ENSMUST00000156657.7	ENSMUST00000156657	ENSMUST00000156657						NA
H3K27ac_i73_peak_3270	chr15	58999547	59000151	+	55	NA	intron (ENSMUST00000080371.7, intron 3 of 14)	-intron (ENSMUST00000080371.7, intron 3 of 14)	15713	ENSMUST00000226216.1	ENSMUST00000226216	ENSMUST00000226216						NA
H3K27ac_i73_peak_6753	chr4	102573394	102573751	+	55	NA	intron (ENSMUST00000106911.7, intron 8 of 16)	-intron (ENSMUST00000097950.8, intron 1 of 9)	3477	ENSMUST00000097950.8	ENSMUST00000097950	ENSMUST00000097950						NA
H3K27ac_i73_peak_3207	chr15	36794028	36794575	+	55	NA	promoter-TSS (ENSMUST00000110362.3)	-promoter-TSS (ENSMUST00000110362.3)	230	ENSMUST00000110361.7	ENSMUST00000110361	ENSMUST00000110361						NA
H3K27ac_i73_peak_1736	chr11	98776794	98777398	+	55	NA	Intergenic	Intergenic	-1763	ENSMUST00000064941.6	ENSMUST00000064941	ENSMUST00000064941						NA
H3K27ac_i73_peak_7246	chr5	32697503	32698034	+	55	NA	intron (ENSMUST00000238745.1, intron 1 of 7)	-intron (ENSMUST00000238745.1, intron 1 of 7)	2019	ENSMUST00000238745.1	ENSMUST00000238745	ENSMUST00000238745						NA
H3K27ac_i73_peak_7630	chr5	135682547	135683366	+	55	NA	intron (ENSMUST00000153515.7, intron 1 of 6)	-intron (ENSMUST00000153515.7, intron 1 of 6)	-6080	ENSMUST00000005651.12	ENSMUST00000005651	ENSMUST00000005651						NA
H3K27ac_i73_peak_3946	chr16	37580823	37581046	+	55	NA	intron (ENSMUST00000161193.7, intron 1 of 4)	-intron (ENSMUST00000159787.7, intron 1 of 12)	652	ENSMUST00000162918.1	ENSMUST00000162918	ENSMUST00000162918						NA
H3K27ac_i73_peak_5541	chr2	60283707	60284266	+	55	NA	intron (ENSMUST00000074606.10, intron 1 of 5)	-intron (ENSMUST00000028356.8, intron 1 of 4)	432	ENSMUST00000028356.8	ENSMUST00000028356	ENSMUST00000028356						NA
H3K27ac_i73_peak_3073	chr14	73130374	73131268	+	55	NA	intron (ENSMUST00000163339.7, intron 1 of 6)	-intron (ENSMUST00000163339.7, intron 1 of 6)	7784	ENSMUST00000163339.7	ENSMUST00000163339	ENSMUST00000163339						NA
H3K27ac_i73_peak_389	chr1	133934435	133934895	+	55	NA	Intergenic	Intergenic	-13251	ENSMUST00000048432.5	ENSMUST00000048432	ENSMUST00000048432						NA
H3K27ac_i73_peak_7191	chr5	3491118	3491536	+	55	NA	intron (ENSMUST00000165117.7, intron 5 of 7)	-intron (ENSMUST00000042410.4, intron 4 of 6)	8745	ENSMUST00000196630.1	ENSMUST00000196630	ENSMUST00000196630						NA
H3K27ac_i73_peak_6268	chr3	94690412	94691093	+	55	NA	Intergenic	Intergenic	-2804	ENSMUST00000090848.9	ENSMUST00000090848	ENSMUST00000090848						NA
H3K27ac_i73_peak_9616	chr8	111731157	111731458	+	55	NA	intron (ENSMUST00000166232.3, intron 1 of 6)	-intron (ENSMUST00000166232.3, intron 1 of 6)	798	ENSMUST00000212147.1	ENSMUST00000212147	ENSMUST00000212147						NA
H3K27ac_i73_peak_3813	chr16	18425448	18426879	+	55	NA	promoter-TSS (ENSMUST00000115604.7)	-promoter-TSS (ENSMUST00000115604.7)	-221	ENSMUST00000205679.1	ENSMUST00000205679	ENSMUST00000205679						NA
H3K27ac_i73_peak_1495	chr11	69095294	69096235	+	55	NA	intron (ENSMUST00000101004.8, intron 1 of 17)	-intron (ENSMUST00000101004.8, intron 1 of 17)	547	ENSMUST00000101004.8	ENSMUST00000101004	ENSMUST00000101004						NA
H3K27ac_i73_peak_4762	chr18	56756152	56756938	+	55	NA	Intergenic	Intergenic	-13172	ENSMUST00000128240.1	ENSMUST00000128240	ENSMUST00000128240						NA
H3K27ac_i73_peak_3637	chr15	89170126	89170570	+	55	NA	intron (ENSMUST00000109331.8, intron 3 of 37)	-intron (ENSMUST00000060808.9, intron 1 of 35)	340	ENSMUST00000060808.9	ENSMUST00000060808	ENSMUST00000060808						NA
H3K27ac_i73_peak_3366	chr15	75392821	75393358	+	54	NA	Intergenic	Intergenic	-15820	ENSMUST00000190107.1	ENSMUST00000190107	ENSMUST00000190107						NA
H3K27ac_i73_peak_2202	chr12	79172455	79172844	+	54	NA	promoter-TSS (ENSMUST00000055262.12)	-promoter-TSS (ENSMUST00000055262.12)	18	ENSMUST00000055262.12	ENSMUST00000055262	ENSMUST00000055262						NA
H3K27ac_i73_peak_9118	chr7	140905669	140906102	+	54	NA	promoter-TSS (ENSMUST00000209406.1)	-promoter-TSS (ENSMUST00000209406.1)	-129	ENSMUST00000210080.1	ENSMUST00000210080	ENSMUST00000210080						NA
H3K27ac_i73_peak_6739	chr4	101185318	101185569	+	54	NA	promoter-TSS (ENSMUST00000136167.7)	-promoter-TSS (ENSMUST00000136167.7)	7	ENSMUST00000147211.1	ENSMUST00000147211	ENSMUST00000147211						NA
H3K27ac_i73_peak_5525	chr2	51146921	51148210	+	54	NA	intron (ENSMUST00000154545.1, intron 2 of 3)	-intron (ENSMUST00000017288.8, intron 2 of 4)	1529	ENSMUST00000140864.1	ENSMUST00000140864	ENSMUST00000140864						NA
H3K27ac_i73_peak_8308	chr6	128630238	128631353	+	54	NA	Intergenic	Intergenic	-7262	ENSMUST00000203150.1	ENSMUST00000203150	ENSMUST00000203150						NA
H3K27ac_i73_peak_8388	chr7	3289123	3289420	+	54	NA	promoter-TSS (ENSMUST00000203600.1)	-promoter-TSS (ENSMUST00000203600.1)	92	ENSMUST00000203600.1	ENSMUST00000203600	ENSMUST00000203600						NA
H3K27ac_i73_peak_5220	chr19	57364593	57365375	+	54	NA	intron (ENSMUST00000237170.1, intron 1 of 14)	-intron (ENSMUST00000036407.5, intron 1 of 16)	3954	ENSMUST00000237170.1	ENSMUST00000237170	ENSMUST00000237170						NA
H3K27ac_i73_peak_4894	chr18	84589747	84590544	+	54	NA	promoter-TSS (ENSMUST00000125763.2)	-promoter-TSS (ENSMUST00000125763.2)	-420	ENSMUST00000182297.1	ENSMUST00000182297	ENSMUST00000182297						NA
H3K27ac_i73_peak_9526	chr8	94358475	94358796	+	54	NA	TTS (ENSMUST00000211942.1)	-TTS (ENSMUST00000211942.1)	2324	ENSMUST00000211905.1	ENSMUST00000211905	ENSMUST00000211905						NA
H3K27ac_i73_peak_5424	chr2	30708945	30709350	+	54	NA	Intergenic	Intergenic	7896	ENSMUST00000131207.1	ENSMUST00000131207	ENSMUST00000131207						NA
H3K27ac_i73_peak_6580	chr4	44982582	44982800	+	54	NA	intron (ENSMUST00000143589.1, intron 1 of 5)	-intron (ENSMUST00000045078.12, intron 1 of 8)	1191	ENSMUST00000143589.1	ENSMUST00000143589	ENSMUST00000143589						NA
H3K27ac_i73_peak_4086	chr17	8282842	8283210	+	54	NA	promoter-TSS (ENSMUST00000046754.14)	-promoter-TSS (ENSMUST00000046754.14)	122	ENSMUST00000145402.7	ENSMUST00000145402	ENSMUST00000145402						NA
H3K27ac_i73_peak_7436	chr5	105789654	105789896	+	54	NA	intron (ENSMUST00000140081.7, intron 1 of 2)	-intron (ENSMUST00000060531.15, intron 2 of 2)	7938	ENSMUST00000132586.1	ENSMUST00000132586	ENSMUST00000132586						NA
H3K27ac_i73_peak_2591	chr13	59454153	59454806	+	54	NA	exon (ENSMUST00000164215.7, exon 25 of 25)	-exon (ENSMUST00000164215.7, exon 25 of 25)	-4251	ENSMUST00000166276.1	ENSMUST00000166276	ENSMUST00000166276						NA
H3K27ac_i73_peak_3124	chr14	121379504	121379978	+	54	NA	promoter-TSS (ENSMUST00000079817.7)	-promoter-TSS (ENSMUST00000079817.7)	270	ENSMUST00000227917.1	ENSMUST00000227917	ENSMUST00000227917						NA
H3K27ac_i73_peak_3966	chr16	43298726	43298972	+	54	NA	intron (ENSMUST00000126354.7, intron 6 of 7)	-intron (ENSMUST00000079441.12, intron 1 of 8)	9432	ENSMUST00000192064.1	ENSMUST00000192064	ENSMUST00000192064						NA
H3K27ac_i73_peak_7093	chr4	145221947	145223496	+	54	NA	intron (ENSMUST00000030336.10, intron 8 of 9)	-intron (ENSMUST00000030336.10, intron 8 of 9)	24149	ENSMUST00000143055.1	ENSMUST00000143055	ENSMUST00000143055						NA
H3K27ac_i73_peak_8336	chr6	134727475	134728691	+	54	NA	intron (ENSMUST00000204083.2, intron 2 of 4)	-intron (ENSMUST00000100857.9, intron 4 of 6)	-2025	ENSMUST00000203651.1	ENSMUST00000203651	ENSMUST00000203651						NA
H3K27ac_i73_peak_7086	chr4	145026407	145026660	+	54	NA	intron (ENSMUST00000185113.1, intron 47 of 51)	-intron (ENSMUST00000020441.12, intron 63 of 67)	24501	ENSMUST00000144835.1	ENSMUST00000144835	ENSMUST00000144835						NA
H3K27ac_i73_peak_9494	chr8	89040896	89042298	+	54	NA	intron (ENSMUST00000034090.7, intron 2 of 3)	-intron (ENSMUST00000034090.7, intron 2 of 3)	2565	ENSMUST00000034090.7	ENSMUST00000034090	ENSMUST00000034090						NA
H3K27ac_i73_peak_6746	chr4	101357414	101357817	+	54	NA	promoter-TSS (ENSMUST00000189920.1)	-promoter-TSS (ENSMUST00000189920.1)	-880	ENSMUST00000189920.1	ENSMUST00000189920	ENSMUST00000189920						NA
H3K27ac_i73_peak_8917	chr7	99545873	99546786	+	54	NA	intron (ENSMUST00000161525.1, intron 1 of 4)	-intron (ENSMUST00000032995.14, intron 1 of 14)	-5940	ENSMUST00000083637.1	ENSMUST00000083637	ENSMUST00000083637						NA
H3K27ac_i73_peak_208	chr1	87891559	87891996	+	54	NA	intron (ENSMUST00000190243.1, intron 2 of 3)	-intron (ENSMUST00000027517.13, intron 3 of 29)	-5763	ENSMUST00000195720.1	ENSMUST00000195720	ENSMUST00000195720						NA
H3K27ac_i73_peak_3365	chr15	74988360	74989787	+	54	NA	promoter-TSS (ENSMUST00000188378.2)	-promoter-TSS (ENSMUST00000188378.2)	323	ENSMUST00000193816.1	ENSMUST00000193816	ENSMUST00000193816						NA
H3K27ac_i73_peak_8067	chr6	90319842	90320848	+	54	NA	intron (ENSMUST00000070890.5, intron 1 of 2)	-intron (ENSMUST00000070890.5, intron 1 of 2)	4840	ENSMUST00000070890.5	ENSMUST00000070890	ENSMUST00000070890						NA
H3K27ac_i73_peak_4451	chr17	78401224	78401953	+	54	NA	promoter-TSS (ENSMUST00000234601.1)	-promoter-TSS (ENSMUST00000234601.1)	-158	ENSMUST00000234601.1	ENSMUST00000234601	ENSMUST00000234601						NA
H3K27ac_i73_peak_8043	chr6	86525127	86525863	+	54	NA	promoter-TSS (ENSMUST00000180896.7)	-promoter-TSS (ENSMUST00000180896.7)	-752	ENSMUST00000204008.2	ENSMUST00000204008	ENSMUST00000204008						NA
H3K27ac_i73_peak_4471	chr17	80785151	80785366	+	54	NA	Intergenic	Intergenic	-56773	ENSMUST00000234249.1	ENSMUST00000234249	ENSMUST00000234249						NA
H3K27ac_i73_peak_1269	chr11	19962839	19963106	+	54	NA	intron (ENSMUST00000123036.1, intron 1 of 5)	-intron (ENSMUST00000093298.11, intron 1 of 5)	8402	ENSMUST00000123036.1	ENSMUST00000123036	ENSMUST00000123036						NA
H3K27ac_i73_peak_3233	chr15	54952073	54952811	+	54	NA	promoter-TSS (ENSMUST00000181704.1)	-promoter-TSS (ENSMUST00000181704.1)	372	ENSMUST00000228229.1	ENSMUST00000228229	ENSMUST00000228229						NA
H3K27ac_i73_peak_7299	chr5	45515380	45515666	+	54	NA	Intergenic	Intergenic	-4706	ENSMUST00000156481.7	ENSMUST00000156481	ENSMUST00000156481						NA
H3K27ac_i73_peak_708	chr10	18371020	18371850	+	54	NA	intron (ENSMUST00000207038.1, intron 1 of 6)	-intron (ENSMUST00000207038.1, intron 1 of 6)	-18887	ENSMUST00000159299.7	ENSMUST00000159299	ENSMUST00000159299						NA
H3K27ac_i73_peak_6240	chr3	89411072	89411445	+	54	NA	exon (ENSMUST00000050398.10, exon 2 of 9)	-exon (ENSMUST00000050398.10, exon 2 of 9)	523	ENSMUST00000107429.9	ENSMUST00000107429	ENSMUST00000107429						NA
H3K27ac_i73_peak_9008	chr7	119527221	119527699	+	54	NA	intron (ENSMUST00000207440.1, intron 2 of 14)	-intron (ENSMUST00000066465.2, intron 1 of 13)	1119	ENSMUST00000207813.1	ENSMUST00000207813	ENSMUST00000207813						NA
H3K27ac_i73_peak_8610	chr7	35085001	35085375	+	54	NA	Intergenic	Intergenic	-1648	ENSMUST00000205323.1	ENSMUST00000205323	ENSMUST00000205323						NA
H3K27ac_i73_peak_9870	chr9	35118822	35119299	+	54	NA	TTS (ENSMUST00000159933.1)	-TTS (ENSMUST00000159933.1)	123	ENSMUST00000213526.1	ENSMUST00000213526	ENSMUST00000213526						NA
H3K27ac_i73_peak_4233	chr17	31930913	31932431	+	54	NA	Intergenic	Intergenic	-18862	ENSMUST00000171455.2	ENSMUST00000171455	ENSMUST00000171455						NA
H3K27ac_i73_peak_9221	chr8	13037632	13039235	+	54	NA	intron (ENSMUST00000152034.1, intron 1 of 7)	-intron (ENSMUST00000033821.10, intron 2 of 8)	595	ENSMUST00000128418.7	ENSMUST00000128418	ENSMUST00000128418						NA
H3K27ac_i73_peak_8558	chr7	28941578	28941827	+	54	NA	intron (ENSMUST00000208229.1, intron 1 of 1)	-intron (ENSMUST00000068045.13, intron 1 of 20)	1826	ENSMUST00000208229.1	ENSMUST00000208229	ENSMUST00000208229						NA
H3K27ac_i73_peak_5627	chr2	91257285	91258434	+	54	NA	TTS (ENSMUST00000143883.1)	-TTS (ENSMUST00000143883.1)	524	ENSMUST00000131711.7	ENSMUST00000131711	ENSMUST00000131711						NA
H3K27ac_i73_peak_8636	chr7	38183644	38184182	+	54	NA	promoter-TSS (ENSMUST00000177983.1)	-promoter-TSS (ENSMUST00000177983.1)	15	ENSMUST00000179992.7	ENSMUST00000179992	ENSMUST00000179992						NA
H3K27ac_i73_peak_821	chr10	68136510	68137044	+	54	NA	promoter-TSS (ENSMUST00000218532.1)	-promoter-TSS (ENSMUST00000218532.1)	-151	ENSMUST00000218532.1	ENSMUST00000218532	ENSMUST00000218532						NA
H3K27ac_i73_peak_9760	chr8	126809343	126809632	+	54	NA	Intergenic	Intergenic	-29746	ENSMUST00000212914.1	ENSMUST00000212914	ENSMUST00000212914						NA
H3K27ac_i73_peak_2228	chr12	80123554	80123779	+	54	NA	TTS (ENSMUST00000180643.2)	-TTS (ENSMUST00000180643.2)	-2527	ENSMUST00000218078.1	ENSMUST00000218078	ENSMUST00000218078						NA
H3K27ac_i73_peak_2139	chr12	35534163	35534562	+	54	NA	promoter-TSS (ENSMUST00000223092.1)	-promoter-TSS (ENSMUST00000223092.1)	-59	ENSMUST00000223092.1	ENSMUST00000223092	ENSMUST00000223092						NA
H3K27ac_i73_peak_7415	chr5	93040166	93040400	+	54	NA	TTS (ENSMUST00000061328.5)	-TTS (ENSMUST00000061328.5)	4739	ENSMUST00000061328.5	ENSMUST00000061328	ENSMUST00000061328						NA
H3K27ac_i73_peak_9009	chr7	119528331	119528944	+	54	NA	exon (ENSMUST00000066465.2, exon 2 of 14)	-exon (ENSMUST00000066465.2, exon 2 of 14)	2296	ENSMUST00000207813.1	ENSMUST00000207813	ENSMUST00000207813						NA
H3K27ac_i73_peak_8426	chr7	16403297	16403600	+	54	NA	TTS (ENSMUST00000209298.1)	-TTS (ENSMUST00000209298.1)	814	ENSMUST00000209298.1	ENSMUST00000209298	ENSMUST00000209298						NA
H3K27ac_i73_peak_125	chr1	74016628	74018289	+	54	NA	intron (ENSMUST00000212888.1, intron 3 of 33)	-intron (ENSMUST00000169786.7, intron 3 of 34)	-1036	ENSMUST00000186381.6	ENSMUST00000186381	ENSMUST00000186381						NA
H3K27ac_i73_peak_3910	chr16	32672851	32673359	+	54	NA	promoter-TSS (ENSMUST00000115120.8)	-promoter-TSS (ENSMUST00000115120.8)	-49	ENSMUST00000115122.8	ENSMUST00000115122	ENSMUST00000115122						NA
H3K27ac_i73_peak_4250-2	chr17	34119615	34121838	+	54	NA	promoter-TSS (ENSMUST00000154232.8)	-promoter-TSS (ENSMUST00000154232.8)	158	ENSMUST00000237050.1	ENSMUST00000237050	ENSMUST00000237050						NA
H3K27ac_i73_peak_6366	chr3	105815369	105815578	+	54	NA	promoter-TSS (ENSMUST00000198306.1)	-promoter-TSS (ENSMUST00000198306.1)	-67	ENSMUST00000200182.4	ENSMUST00000200182	ENSMUST00000200182						NA
H3K27ac_i73_peak_4305	chr17	45695217	45695515	+	54	NA	promoter-TSS (ENSMUST00000148537.1)	-promoter-TSS (ENSMUST00000148537.1)	-50	ENSMUST00000148537.1	ENSMUST00000148537	ENSMUST00000148537						NA
H3K27ac_i73_peak_8808	chr7	80074658	80075470	+	54	NA	intron (ENSMUST00000206022.1, intron 1 of 1)	-intron (ENSMUST00000049680.9, intron 1 of 4)	183	ENSMUST00000206111.1	ENSMUST00000206111	ENSMUST00000206111						NA
